molecule_chembl_id,canonical_smiles,standard_value
CHEMBL1784428,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccoc4)s3)c(Cl)cc2F)[C@H](O)[C@@H](O)[C@@H]1O,5.35
CHEMBL1784429,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4cccs4)s3)c(Cl)cc2F)[C@H](O)[C@@H](O)[C@@H]1O,3.88
CHEMBL1784410,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccsc4)s3)c(Cl)cc2F)[C@H](O)[C@@H](O)[C@@H]1O,2.12
CHEMBL1784430,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccccc4)s3)c(Cl)cc2F)[C@H](O)[C@@H](O)[C@@H]1O,4.57
CHEMBL1784431,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccc(F)cc4)s3)c(Cl)cc2F)[C@H](O)[C@@H](O)[C@@H]1O,27.4
CHEMBL1784432,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccco4)s3)c(Cl)cc2Cl)[C@H](O)[C@@H](O)[C@@H]1O,2.24
CHEMBL1784433,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccoc4)s3)c(Cl)cc2Cl)[C@H](O)[C@@H](O)[C@@H]1O,13.3
CHEMBL1784434,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4cccs4)s3)c(Cl)cc2Cl)[C@H](O)[C@@H](O)[C@@H]1O,4.77
CHEMBL1784435,OC[C@H]1O[C@@H](c2cc(Cc3ncc(-c4ccsc4)s3)c(Cl)cc2Cl)[C@H](O)[C@@H](O)[C@@H]1O,2.31
CHEMBL1807552,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(C4(O)CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,3.0
CHEMBL1807551,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(C4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1.8
CHEMBL1807550,N#Cc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,10.0
CHEMBL1807548,C#Cc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,9.6
CHEMBL1807547,C=Cc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,4.4
CHEMBL1807546,O=C(O)COc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,93.0
CHEMBL1807544,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCC#CC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,9.6
CHEMBL1807542,C#CCOCCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,8.0
CHEMBL1807541,CC1(OCCOc2ccc(Cc3cc([C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc3Cl)cc2)CC1,10.0
CHEMBL1807540,OCCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,428.0
CHEMBL1808390,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CCCC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,4.0
CHEMBL1808389,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CCC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,3.0
CHEMBL1808388,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,2.3
CHEMBL1808386,C=CCOCCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,6.0
CHEMBL1819093,CCOc1ccc(Cc2cc3c(cc2Cl)OCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1,1.34
CHEMBL1819094,CCOc1ccc(Cc2cc3c(cc2Cl)OCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1,2.95
CHEMBL1819095,CCOc1ccc(Cc2cc3c(cc2Cl)OC/C=C\COC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1,0.974
CHEMBL1817684,CCOc1ccc(Cc2cc3c(cc2Cl)OCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1,2.27
CHEMBL1819096,CCOc1ccc(Cc2cc3c(cc2Cl)OCCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1,0.899
CHEMBL1819097,CCOc1ccc(Cc2cc3c(cc2Cl)OCCCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1,3.63
CHEMBL1819098,CCc1ccc(Cc2cc3c(cc2Cl)OCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1,1.59
CHEMBL1819099,CCc1ccc(Cc2cc3c(cc2Cl)OCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1,1.4
CHEMBL1819196,CCc1ccc(Cc2cc3c(cc2Cl)OCCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1,1.38
CHEMBL1819197,CCc1ccc(Cc2cc3c(cc2Cl)OCCCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1,1.4
CHEMBL1819198,CSc1ccc(Cc2cc3c(cc2Cl)OCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1,1.35
CHEMBL1819199,CSc1ccc(Cc2cc3c(cc2Cl)OCCCCCOC[C@H]2O[C@@H]3[C@H](O)[C@@H](O)[C@@H]2O)cc1,0.778
CHEMBL1819200,O[C@@H]1[C@@H](O)[C@H]2O[C@H](COCCCCOc3cc(Cl)c(Cc4ccc5c(c4)OCCO5)cc32)[C@H]1O,3.65
CHEMBL1819201,O[C@@H]1[C@@H](O)[C@H]2O[C@H](COCCCCCOc3cc(Cl)c(Cc4ccc5c(c4)OCCO5)cc32)[C@H]1O,1.38
CHEMBL1830869,COc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1,86.5
CHEMBL1830870,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1,34.6
CHEMBL1830871,OC[C@H]1O[C@@H](c2cc(Cc3ccc(O)cc3)c(Cl)s2)[C@H](O)[C@@H](O)[C@@H]1O,140.0
CHEMBL1830872,CCCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1,65.0
CHEMBL1830873,C=CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1,54.6
CHEMBL1830874,C#CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1,111.0
CHEMBL1830344,CC#CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1,94.0
CHEMBL1830345,COCCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1,115.0
CHEMBL1830346,CCOCCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1,70.7
CHEMBL1830347,CSc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1,12.8
CHEMBL1830348,CCSc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1,48.4
CHEMBL1830349,CC(C)Oc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1,11.9
CHEMBL1830350,OC[C@H]1O[C@@H](c2cc(Cc3ccc(OC4CCCC4)cc3)c(Cl)s2)[C@H](O)[C@@H](O)[C@@H]1O,57.2
CHEMBL1830351,OC[C@H]1O[C@@H](c2cc(Cc3ccc(OC4CCOC4)cc3)c(Cl)s2)[C@H](O)[C@@H](O)[C@@H]1O,162.0
CHEMBL1830352,Cc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1,60.2
CHEMBL1830353,CCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1,4.47
CHEMBL1830354,CCCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2Cl)cc1,10.3
CHEMBL1830355,OC[C@H]1O[C@@H](c2cc(Cc3ccc(-c4ccc(F)cc4)s3)c(Cl)s2)[C@H](O)[C@@H](O)[C@@H]1O,91.3
CHEMBL1830356,COc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2C)cc1,11.5
CHEMBL1830357,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2C)cc1,8.73
CHEMBL1829078,Cc1sc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(O)cc1,50.2
CHEMBL1829079,C=CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)sc2C)cc1,27.5
CHEMBL1829080,Cc1sc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,21.1
CHEMBL1829081,CCOc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2C)cc1,71.4
CHEMBL1829082,COc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2C)cc1,68.9
CHEMBL1829083,Cc1cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)sc1Cc1ccc(Cl)cc1,451.0
CHEMBL1829084,Cc1cc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)sc1Cc1ccc(C(C)(C)C)cc1,88.3
CHEMBL1829085,Cc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2C)cc1,69.6
CHEMBL1829086,CCc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2C)cc1,24.8
CHEMBL1829087,CCCc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc2C)cc1,59.8
CHEMBL1829088,CCc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(Br)c2C)cc1,12.4
CHEMBL1829089,CCc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)c2C)cc1,49.5
CHEMBL1829090,CCc1ccc(Cc2sc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(C)c2C)cc1,29.3
CHEMBL2017954,CCc1ccc(Cc2cccc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,10.0
CHEMBL2017955,COc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cs2)cc1,100.0
CHEMBL2017956,CCc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c[nH]2)cc1,70.0
CHEMBL2018080,CCc1ccc(Cc2cccc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n2)cc1,610.0
CHEMBL2018081,CCc1ccc(Cc2cncc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n2)cc1,4900.0
CHEMBL2018082,OC[C@H]1O[C@@H](c2cccc(Cc3ccccn3)c2)[C@H](O)[C@@H](O)[C@@H]1O,100000.0
CHEMBL2018083,OC[C@H]1O[C@@H](c2cccc(Cc3cnccn3)c2)[C@H](O)[C@@H](O)[C@@H]1O,100000.0
CHEMBL2018084,OC[C@H]1O[C@@H](c2cccc(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,30.0
CHEMBL2018085,OC[C@H]1O[C@@H](c2cccc(Cc3cc4ccccc4o3)c2)[C@H](O)[C@@H](O)[C@@H]1O,675.0
CHEMBL2018086,Cn1c(Cc2cccc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc2ccccc21,6300.0
CHEMBL2018087,OC[C@H]1O[C@@H](c2cccc(Cc3nc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,650.0
CHEMBL2018088,OC[C@H]1O[C@@H](c2cccc(Cc3nc4ccccc4o3)c2)[C@H](O)[C@@H](O)[C@@H]1O,2300.0
CHEMBL2018089,Cn1c(Cc2cccc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)nc2ccccc21,100000.0
CHEMBL2018090,OC[C@H]1O[C@@H](c2cc(Cc3cc4ccccc4s3)ccc2O)[C@H](O)[C@@H](O)[C@@H]1O,9.8
CHEMBL2018091,COc1ccc(Cc2cc3ccccc3s2)cc1[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,13.0
CHEMBL2018092,OC[C@H]1O[C@@H](c2cc(Cc3cc4ccccc4s3)ccc2F)[C@H](O)[C@@H](O)[C@@H]1O,47.0
CHEMBL2018093,OC[C@H]1O[C@@H](c2cc(Cc3cc4ccccc4s3)ccc2Cl)[C@H](O)[C@@H](O)[C@@H]1O,92.0
CHEMBL2018094,OC[C@H]1O[C@@H](c2ccc(O)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,75.0
CHEMBL2018095,COc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1cc2ccccc2s1,14.0
CHEMBL2018096,OC[C@H]1O[C@@H](c2ccc(F)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,7.4
CHEMBL2018097,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3cc4ccccc4s3)c2)[C@H](O)[C@@H](O)[C@@H]1O,3.7
CHEMBL450044,CCOC(=O)OC[C@H]1O[C@@H](Oc2ccccc2Cc2ccc(OC)cc2)[C@H](O)[C@@H](O)[C@@H]1O,260.0
CHEMBL2048484,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,6.7
CHEMBL2048485,COc1ccc(Cc2cccc([C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,73.0
CHEMBL2048486,CCc1ccc(Cc2cccc([C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,49.0
CHEMBL2048487,OC[C@H]1C[C@@H](c2cccc(Cc3ccc(C4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,11.0
CHEMBL2048488,CCc1ccc(Cc2cc([C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2OC)cc1,8.3
CHEMBL2048489,CCc1ccc(Cc2cc([C@]3(O)C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2OC)cc1,100.0
CHEMBL2048490,CCc1ccc(Cc2ccc(OC)c([C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,12.0
CHEMBL2048491,CCc1ccc(Cc2ccc(OC)c([C@]3(O)C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,14.0
CHEMBL2048492,CCOc1ccc(Cc2ccc(CC)cc2)cc1[C@@H]1C[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,19.0
CHEMBL2048493,CCOc1ccc(Cc2ccc(CC)cc2)cc1[C@]1(O)C[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,9.9
CHEMBL2048494,CCc1ccc(Cc2ccc(C)c([C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,52.0
CHEMBL2048495,CCc1ccc(Cc2ccc(C)c([C@]3(O)C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c2)cc1,170.0
CHEMBL2048496,CCc1ccc(Cc2cc([C@@H]3C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)cc2OC)cc1,8.5
CHEMBL2048497,CCc1ccc(Cc2cc([C@]3(O)C[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(OC)cc2OC)cc1,10.0
CHEMBL2159101,Cc1cc(O)ccc1Cc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)n[nH]c1C(C)C,6890.0
CHEMBL2159102,Cc1ccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(C)C)c(C)c1,6010.0
CHEMBL2159103,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1cccc(O)c1,13300.0
CHEMBL2159104,Cc1cccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(C)C)c1,5980.0
CHEMBL2159105,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(C#N)cc1,3580.0
CHEMBL2159106,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(O)cc1,285.0
CHEMBL2159107,COc1ccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(C)C)cc1,377.0
CHEMBL2159108,CCc1ccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(C)C)cc1,68.0
CHEMBL2159109,Cc1ccc(Cc2c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)n[nH]c2C(C)C)cc1,231.0
CHEMBL2159110,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(F)cc1,4140.0
CHEMBL2159432,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1C#N,65700.0
CHEMBL2160187,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1O,75900.0
CHEMBL2160188,COc1ccccc1Cc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)n[nH]c1C(C)C,204000.0
CHEMBL2160189,CCc1ccccc1Cc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)n[nH]c1C(C)C,14100.0
CHEMBL2160190,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1C(F)(F)F,60500.0
CHEMBL2160191,Cc1ccccc1Cc1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)n[nH]c1C(C)C,18500.0
CHEMBL2160192,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1F,1390.0
CHEMBL2160193,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1,2020.0
CHEMBL2159089,OC[C@H]1O[C@@H](Oc2n[nH]c(C3CC3)c2Cc2ccccc2OCc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,156000.0
CHEMBL2159090,CC(C)(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1OCc1ccccc1,64700.0
CHEMBL2159091,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1OCc1ccccc1,74000.0
CHEMBL2159092,CCc1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1OCc1ccccc1,13900.0
CHEMBL2159093,Cc1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccccc1OCc1ccccc1,5010.0
CHEMBL2159094,OC[C@H]1O[C@@H](Oc2n[nH]c(C(F)(F)F)c2Cc2ccccc2OCc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,14000.0
CHEMBL2159095,OC[C@H]1O[C@@H](Oc2n[nH]c(C(F)(F)F)c2Cc2cccc(OCc3ccccc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,5680.0
CHEMBL2159100,OC[C@H]1O[C@@H](Oc2n[nH]c(C(F)(F)F)c2Cc2ccc(OCc3ccccc3)cc2)[C@H](O)[C@@H](O)[C@@H]1O,7.0
CHEMBL2159099,OC[C@H]1O[C@@H](Oc2n[nH]c(C(F)(F)F)c2Cc2ccccc2O)[C@H](O)[C@@H](O)[C@@H]1O,14900.0
CHEMBL2159098,OC[C@H]1O[C@@H](Oc2n[nH]c(C(F)(F)F)c2Cc2cccc(O)c2)[C@H](O)[C@@H](O)[C@@H]1O,2790.0
CHEMBL2159097,OC[C@H]1O[C@@H](Oc2n[nH]c(C(F)(F)F)c2Cc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,154.0
CHEMBL2159096,OC[C@H]1O[C@@H](Oc2n[nH]c(C(F)(F)F)c2Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H]1O,342.0
CHEMBL2172388,CCc1ccc(Cc2cc3c(cc2-c2ccccc2)CO[C@]32O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,240.8
CHEMBL2172387,C#Cc1cc2c(cc1Cc1ccc(CC)cc1)[C@]1(OC2)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,1.4
CHEMBL2172386,CCc1ccc(Cc2cc3c(cc2C)CO[C@]32O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,1.4
CHEMBL2172385,CSc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,3.6
CHEMBL2172384,OC[C@H]1O[C@]2(OCc3ccc(Cc4ccc(OC(F)(F)F)cc4)cc32)[C@H](O)[C@@H](O)[C@@H]1O,14.5
CHEMBL2172383,OC[C@H]1O[C@]2(OCc3ccc(Cc4ccc(C(F)(F)F)cc4)cc32)[C@H](O)[C@@H](O)[C@@H]1O,14.2
CHEMBL2172382,N#Cc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,117.9
CHEMBL2172381,OC[C@H]1O[C@]2(OCc3ccc(Cc4ccc(Cl)cc4)cc32)[C@H](O)[C@@H](O)[C@@H]1O,16.8
CHEMBL2172380,OC[C@H]1O[C@]2(OCc3ccc(Cc4ccc(F)cc4)cc32)[C@H](O)[C@@H](O)[C@@H]1O,122.7
CHEMBL2172379,OC[C@H]1O[C@]2(OCc3ccc(Cc4ccc(O)cc4)cc32)[C@H](O)[C@@H](O)[C@@H]1O,29.9
CHEMBL2172494,OC[C@H]1O[C@]2(OCc3ccc(Cc4ccc(C5CC5)cc4)cc32)[C@H](O)[C@@H](O)[C@@H]1O,1.6
CHEMBL2172493,CC(C)c1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,3.2
CHEMBL2172492,CCCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,7.5
CHEMBL2110731,CCc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,2.9
CHEMBL2172491,Cc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,4.8
CHEMBL2172389,COc1ccc(Cc2ccc3c(c2)[C@]2(OC3)O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,9.1
CHEMBL2323409,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(=O)NCCN(C)C)cc1,46.0
CHEMBL2323408,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(=O)NCC(N)=O)cc1,209.0
CHEMBL2323407,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(=O)NCCO)cc1,151.0
CHEMBL2323406,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(=O)N2CCOCC2)cc1,98.0
CHEMBL2323405,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(=O)N2CCCCC2)cc1,42.0
CHEMBL2323684,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(=O)N2CCN(C)CC2)cc1,18.0
CHEMBL2323683,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NC(C)(C)C(=O)N2CCNCC2)cc1,20.0
CHEMBL2323418,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NCC(N)=O)cc1,1050.0
CHEMBL2323417,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NCCCO)cc1,319.0
CHEMBL2323416,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)N(C)CCO)cc1,358.0
CHEMBL2323415,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCC(=O)NCCO)cc1,608.0
CHEMBL2323414,CC(C)c1[nH]nc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c1Cc1ccc(CCCCC(N)=O)cc1,457.0
